id,vg_url,photo_url
1621,http://www.vgchartz.com/game/67918/bloons-td/?region=All,http://www.vgchartz.com/games/boxart/full_bloons-td_774AmericaFront.jpg
1628,http://www.vgchartz.com/game/87783/hitman-go/?region=All,http://www.vgchartz.com/games/boxart/default.jpg
1630,http://www.vgchartz.com/game/39508/joe-danger/?region=All,http://www.vgchartz.com/games/boxart/full_joe-danger_4AmericaFront.jpg
1637,http://www.vgchartz.com/game/85219/sid-meiers-starships/?region=All,http://www.vgchartz.com/games/boxart/full_8738607AmericaFrontccc.jpg
1644,http://www.vgchartz.com/game/84233/kick-amp-fennick/?region=All,http://www.vgchartz.com/games/boxart/full_8774695AmericaFrontccc.jpg
1652,http://www.vgchartz.com/game/221979/venture-kid/?region=All,http://www.vgchartz.com/games/boxart/full_9735758AmericaFrontccc.jpg
1657,http://www.vgchartz.com/game/138648/tumblestone/?region=All,http://www.vgchartz.com/games/boxart/full_5092265AmericaFrontccc.png
1668,http://www.vgchartz.com/game/86449/adventures-of-mana/?region=All,http://www.vgchartz.com/games/boxart/default.jpg
1672,http://www.vgchartz.com/game/83049/blast-em-bunnies/?region=All,http://www.vgchartz.com/games/boxart/default.jpg
1682,http://www.vgchartz.com/game/221716/the-wolf-among-us/?region=All,http://www.vgchartz.com/games/boxart/full_9806120AmericaFrontccc.png
1690,http://www.vgchartz.com/game/84924/simcity-buildit/?region=All,http://www.vgchartz.com/games/boxart/default.jpg
1692,http://www.vgchartz.com/game/221299/crimsonland/?region=All,http://www.vgchartz.com/games/boxart/full_8745729AmericaFrontccc.png
1693,http://www.vgchartz.com/game/220239/shantae-riskys-revenge/?region=All,http://www.vgchartz.com/games/boxart/default.jpg
1705,http://www.vgchartz.com/game/221344/kid-tripp/?region=All,http://www.vgchartz.com/games/boxart/full_9379806AmericaFrontccc.png
1709,http://www.vgchartz.com/game/86180/handball-16/?region=All,http://www.vgchartz.com/games/boxart/full_6434790PALFrontccc.jpg
1713,http://www.vgchartz.com/game/224624/olliolli/?region=All,http://www.vgchartz.com/games/boxart/full_6122267AmericaFrontccc.png
1720,http://www.vgchartz.com/game/224367/qube-directors-cut/?region=All,http://www.vgchartz.com/games/boxart/default.jpg
